date,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover
2015-07-02,2756.25,2649.32,2825.15,2591.05,45280320.0,129754345472.0,8.48,-3.99,-110.09,0.82
2015-07-03,2559.03,2605.28,2788.76,2458.29,47079752.0,128325890048.0,12.47,-1.66,-44.04,0.85
2015-07-06,2795.67,2493.83,2795.67,2417.56,51605868.0,138021306368.0,14.51,-4.28,-111.45,0.93
2015-07-07,2398.1,2352.01,2415.68,2350.97,18897955.0,44729709312.0,2.59,-5.69,-141.82,0.34
2015-07-08,2304.76,2364.05,2364.08,2304.76,44477612.0,92954726400.0,2.52,0.51,12.04,0.8
2015-07-09,2338.11,2435.76,2435.76,2338.11,22948808.0,58334176512.0,4.13,3.03,71.71,0.41
2015-07-10,2487.39,2535.89,2535.89,2478.87,13426827.0,45642736384.0,2.34,4.11,100.13,0.24
2015-07-13,2612.77,2683.07,2683.07,2592.2,25235637.0,85667790848.0,3.58,5.8,147.18,0.45
2015-07-14,2725.04,2726.05,2827.55,2715.98,40597844.0,121521885184.0,4.16,1.6,42.98,0.73
2015-07-15,2750.66,2590.03,2750.66,2583.46,50649969.0,135461007360.0,6.13,-4.99,-136.02,0.91
2015-07-16,2526.65,2627.08,2698.16,2439.24,52481075.0,131877277696.0,10.0,1.43,37.05,0.95
2015-07-17,2651.44,2783.32,2805.8,2646.5,46866248.0,129074294784.0,6.06,5.95,156.24,0.84
2015-07-20,2820.72,2848.3,2907.15,2777.91,57264696.0,169239478272.0,4.64,2.33,64.98,1.03
2015-07-21,2802.02,2882.9,2917.41,2779.53,48846236.0,148535504896.0,4.84,1.21,34.6,0.88
2015-07-22,2882.06,2897.37,2932.06,2828.45,51433160.0,153295720448.0,3.59,0.5,14.47,0.93
2015-07-23,2896.25,2967.95,2969.35,2864.43,53211860.0,158102581248.0,3.62,2.44,70.58,0.96
2015-07-24,2976.94,2897.82,3014.18,2879.26,58741276.0,185896837120.0,4.55,-2.36,-70.13,1.06
2015-07-27,2822.37,2683.45,2924.08,2683.05,55582922.0,169828077568.0,8.32,-7.4,-214.37,1.0
2015-07-28,2546.41,2581.96,2705.18,2492.19,58035382.0,154735345664.0,7.94,-3.78,-101.49,1.05
2015-07-29,2617.94,2693.87,2693.99,2483.92,52023480.0,144345853952.0,8.14,4.33,111.91,0.94
2015-07-30,2671.46,2561.19,2707.76,2556.09,48185188.0,138077483008.0,5.63,-4.93,-132.68,0.87
2015-07-31,2507.27,2539.84,2605.34,2499.25,38567344.0,108512137216.0,4.14,-0.83,-21.35,0.69
2015-08-03,2475.33,2399.27,2494.8,2371.48,39835425.0,104532262912.0,4.86,-5.53,-140.57,0.72
2015-08-04,2396.41,2546.16,2546.16,2380.28,42143742.0,111226224640.0,6.91,6.12,146.89,0.76
2015-08-05,2542.27,2502.04,2584.19,2480.45,46817454.0,123946147840.0,4.07,-1.73,-44.12,0.84
2015-08-06,2441.96,2480.93,2517.99,2430.53,33923607.0,87783526400.0,3.5,-0.84,-21.11,0.61
2015-08-07,2509.96,2576.99,2586.53,2505.27,42575831.0,119864487936.0,3.28,3.87,96.06,0.77
2015-08-10,2606.74,2706.72,2726.9,2593.41,47852695.0,140830064640.0,5.18,5.03,129.73,0.86
2015-08-11,2705.04,2698.91,2747.83,2675.15,48057874.0,145506074624.0,2.69,-0.29,-7.81,0.87
2015-08-12,2658.84,2622.19,2700.4,2622.19,38304000.0,115133800448.0,2.9,-2.84,-76.72,0.69
2015-08-13,2608.74,2684.26,2684.26,2578.91,37616566.0,108745871360.0,4.02,2.37,62.07,0.68
2015-08-14,2713.78,2674.02,2725.47,2664.42,40688352.0,118322221056.0,2.27,-0.38,-10.24,0.73
2015-08-17,2665.37,2666.29,2676.72,2613.78,36547442.0,103165435904.0,2.35,-0.29,-7.73,0.66
2015-08-18,2674.42,2504.17,2720.58,2488.61,49129700.0,137144020992.0,8.7,-6.08,-162.12,0.89
2015-08-19,2427.94,2570.69,2584.36,2359.17,43737324.0,115189723136.0,8.99,2.66,66.52,0.79
2015-08-20,2556.77,2508.82,2610.9,2508.35,39721275.0,109633449984.0,3.99,-2.41,-61.87,0.72
2015-08-21,2452.62,2341.95,2480.68,2340.92,35141461.0,90647912448.0,5.57,-6.65,-166.87,0.63
2015-08-24,2222.54,2152.61,2246.55,2152.61,23049576.0,53003301120.0,4.01,-8.08,-189.34,0.42
2015-08-25,1996.04,1990.71,2048.03,1987.12,27176061.0,59139764224.0,2.83,-7.52,-161.9,0.49
2015-08-26,1975.92,1890.04,2044.66,1875.03,46445010.0,96904675328.0,8.52,-5.06,-100.67,0.84
2015-08-27,1924.78,1959.49,1959.98,1843.19,40510061.0,83891937280.0,6.18,3.67,69.45,0.73
2015-08-28,1990.35,2082.12,2086.87,1960.39,45280230.0,97909972992.0,6.45,6.26,122.63,0.82
2015-08-31,2056.29,1996.87,2058.85,1987.58,35634528.0,77209616384.0,3.42,-4.09,-85.25,0.64
2015-09-01,1959.46,1889.49,1959.46,1877.36,31889888.0,63735702784.0,4.11,-5.38,-107.38,0.57
2015-09-02,1787.71,1855.03,1953.91,1779.18,38372944.0,73660375040.0,9.25,-1.82,-34.46,0.69
2015-09-07,1882.86,1893.52,1953.4,1878.26,37806241.0,73524551680.0,4.05,2.07,38.49,0.68
2015-09-08,1875.67,2001.16,2004.81,1859.21,36849648.0,71807631360.0,7.69,5.68,107.64,0.66
2015-09-09,2023.31,2071.72,2102.23,2017.1,50760169.0,108850507776.0,4.25,3.53,70.56,0.91
2015-09-10,2030.03,2039.12,2078.42,2024.89,35482570.0,74837954560.0,2.58,-1.57,-32.6,0.64
2015-09-11,2039.01,2060.51,2084.05,2029.81,32555430.0,68596065792.0,2.66,1.05,21.39,0.59
2015-09-14,2068.2,1906.21,2075.67,1905.2,34890885.0,68215355136.0,8.27,-7.49,-154.3,0.63
2015-09-15,1843.23,1797.56,1892.81,1794.29,33039214.0,59455923968.0,5.17,-5.7,-108.65,0.6
2015-09-16,1813.73,1926.25,1928.78,1808.75,39024402.0,71222161408.0,6.68,7.16,128.69,0.7
2015-09-17,1943.29,1933.3,2020.55,1922.8,47985103.0,95394168832.0,5.07,0.37,7.05,0.86
2015-09-18,1948.12,1983.3,1995.5,1922.14,37674215.0,74822946816.0,3.79,2.59,50.0,0.68
2015-09-21,1950.33,2079.06,2080.22,1945.35,43477604.0,90425024512.0,6.8,4.83,95.76,0.78
2015-09-22,2082.34,2078.72,2108.56,2042.13,47584443.0,101473476608.0,3.2,-0.02,-0.34,0.86
2015-09-23,2039.49,2077.99,2103.22,2036.06,41306381.0,89360805888.0,3.23,-0.04,-0.73,0.74
2015-09-24,2090.56,2106.59,2130.47,2084.31,43139456.0,94766927872.0,2.22,1.38,28.6,0.78
2015-09-25,2091.85,2020.97,2106.95,2002.45,41100874.0,85890297856.0,4.96,-4.06,-85.62,0.74
2015-09-28,2024.89,2122.26,2124.06,2007.92,37858681.0,79921192960.0,5.75,5.01,101.29,0.68
2015-09-29,2089.54,2098.57,2135.51,2075.97,38424618.0,84097646592.0,2.81,-1.12,-23.69,0.69
2015-09-30,2111.99,2082.67,2124.29,2049.43,29708449.0,64153165568.0,3.57,-0.76,-15.9,0.54
2015-10-08,2153.12,2190.31,2210.04,2138.54,42031221.0,90206146560.0,3.43,5.17,107.64,0.76
2015-10-09,2190.84,2216.66,2230.03,2184.55,42927691.0,92205228032.0,2.08,1.2,26.35,0.77
2015-10-12,2233.61,2316.78,2344.21,2232.27,55775629.0,126441934848.0,5.05,4.52,100.12,1.01
2015-10-13,2297.93,2342.04,2351.52,2290.64,50249441.0,115045257216.0,2.63,1.09,25.26,0.91
2015-10-14,2330.08,2305.0,2350.59,2295.6,52435986.0,118325395456.0,2.35,-1.58,-37.04,0.94
2015-10-15,2300.62,2404.53,2406.21,2296.8,56549120.0,129799843840.0,4.75,4.32,99.53,1.02
2015-10-16,2424.62,2449.03,2452.94,2401.09,61932152.0,147293659136.0,2.16,1.85,44.5,1.12
2015-10-19,2465.11,2433.6,2466.48,2398.34,57914035.0,137927757824.0,2.78,-0.63,-15.43,1.04
2015-10-20,2430.18,2511.16,2520.08,2427.78,58460595.0,140692217856.0,3.79,3.19,77.56,1.05
2015-10-21,2504.78,2344.74,2527.77,2335.66,72233597.0,174856929280.0,7.65,-6.63,-166.42,1.3
2015-10-22,2355.16,2458.14,2465.1,2355.16,59640207.0,146753810432.0,4.69,4.84,113.4,1.07
2015-10-23,2488.31,2538.38,2549.76,2461.49,67588134.0,171353915392.0,3.59,3.26,80.24,1.22
2015-10-26,2570.13,2527.48,2570.13,2481.59,68447319.0,173929881600.0,3.49,-0.43,-10.9,1.23
2015-10-27,2497.16,2563.96,2586.95,2423.6,62288146.0,157457149952.0,6.46,1.44,36.48,1.12
2015-10-28,2551.7,2485.24,2583.82,2473.47,57717000.0,150886227968.0,4.3,-3.07,-78.72,1.04
2015-10-29,2504.85,2485.28,2528.7,2436.78,44057659.0,114641960960.0,3.7,0.0,0.04,0.79
2015-10-30,2475.23,2478.28,2534.47,2439.16,50077025.0,129735421952.0,3.83,-0.28,-7.0,0.9
2015-11-02,2416.1,2432.04,2513.32,2408.78,46816873.0,123247308800.0,4.22,-1.87,-46.24,0.84
2015-11-03,2444.05,2429.27,2461.33,2407.55,39935035.0,106823999488.0,2.21,-0.11,-2.77,0.72
2015-11-04,2451.23,2584.32,2584.32,2451.23,58452419.0,152635215872.0,5.48,6.38,155.05,1.05
2015-11-05,2587.82,2564.72,2630.83,2542.85,65112054.0,172894076928.0,3.4,-0.76,-19.6,1.17
2015-11-06,2571.66,2661.41,2666.4,2571.66,61741798.0,164006813696.0,3.69,3.77,96.69,1.11
2015-11-09,2653.31,2724.62,2747.79,2612.26,68677814.0,191238844416.0,5.09,2.38,63.21,1.24
2015-11-10,2710.9,2746.61,2783.12,2700.29,65216340.0,180185423872.0,3.04,0.81,21.99,1.18
2015-11-11,2738.58,2804.68,2806.54,2730.52,70870881.0,190166425600.0,2.77,2.11,58.07,1.28
2015-11-12,2818.57,2783.3,2827.71,2743.26,74163983.0,210165460992.0,3.01,-0.76,-21.38,1.34
2015-11-13,2751.39,2710.16,2772.82,2681.61,65461350.0,181274681344.0,3.28,-2.63,-73.14,1.18
2015-11-16,2656.57,2797.16,2797.16,2654.64,55154365.0,147033960448.0,5.26,3.21,87.0,0.99
2015-11-17,2834.98,2717.05,2847.9,2711.58,73555489.0,199687991296.0,4.87,-2.86,-80.11,1.33
2015-11-18,2727.61,2661.17,2741.33,2655.06,51626130.0,140451155968.0,3.18,-2.06,-55.88,0.93
2015-11-19,2678.36,2770.75,2770.75,2676.76,54825139.0,148732739584.0,3.53,4.12,109.58,0.99
2015-11-20,2783.04,2800.15,2817.96,2757.84,69030482.0,183901442048.0,2.17,1.06,29.4,1.24
2015-11-23,2797.12,2770.58,2839.84,2759.31,67520732.0,178263478272.0,2.88,-1.06,-29.57,1.22
2015-11-24,2767.72,2816.05,2816.05,2739.52,52702492.0,150152863744.0,2.76,1.64,45.47,0.95
2015-11-25,2813.51,2897.57,2906.8,2806.82,66418481.0,193136234496.0,3.55,2.89,81.52,1.2
2015-11-26,2911.85,2833.2,2915.95,2831.38,63202929.0,187302342656.0,2.92,-2.22,-64.37,1.14
2015-11-27,2819.36,2649.55,2844.05,2629.13,64579689.0,183247175680.0,7.59,-6.48,-183.65,1.16
2015-11-30,2658.97,2672.58,2687.05,2507.38,60052413.0,167359246336.0,6.78,0.87,23.03,1.08
2015-12-01,2669.3,2655.35,2700.35,2621.17,49682995.0,144658632704.0,2.96,-0.64,-17.23,0.9
2015-12-02,2653.24,2613.26,2660.12,2525.34,43453059.0,119641399296.0,5.08,-1.59,-42.09,0.78
2015-12-03,2622.49,2708.12,2710.81,2622.49,43270234.0,125313417216.0,3.38,3.63,94.86,0.78
2015-12-04,2702.56,2692.16,2749.18,2679.35,48329083.0,141740695552.0,2.58,-0.59,-15.96,0.87
2015-12-07,2699.34,2738.15,2751.24,2687.02,47454318.0,130145550336.0,2.39,1.71,45.99,0.86
2015-12-08,2723.62,2691.66,2731.72,2678.66,51536896.0,142198587392.0,1.94,-1.7,-46.49,0.93
2015-12-09,2677.59,2667.91,2699.64,2650.45,45218189.0,127953633280.0,1.83,-0.88,-23.75,0.81
2015-12-10,2665.28,2695.51,2729.24,2663.38,44264087.0,126883819520.0,2.47,1.03,27.6,0.8
2015-12-11,2686.31,2671.29,2701.69,2666.89,37125527.0,106300661760.0,1.29,-0.9,-24.22,0.67
2015-12-14,2642.82,2709.27,2709.27,2622.47,36203573.0,102182612992.0,3.25,1.42,37.98,0.65
2015-12-15,2718.25,2745.7,2764.8,2718.25,38759386.0,110853029888.0,1.72,1.34,36.43,0.7
2015-12-16,2760.26,2763.11,2789.28,2749.8,41793161.0,120658202624.0,1.44,0.63,17.41,0.75
2015-12-17,2784.97,2835.7,2835.7,2784.97,55219141.0,158786043904.0,1.84,2.63,72.59,1.0
2015-12-18,2836.92,2830.26,2850.69,2801.64,51447380.0,150100549632.0,1.73,-0.19,-5.44,0.93
2015-12-21,2825.32,2829.92,2836.61,2800.35,42648419.0,122337058816.0,1.28,-0.01,-0.34,0.77
2015-12-22,2836.96,2839.85,2849.36,2811.61,41580714.0,114451148800.0,1.33,0.35,9.93,0.75
2015-12-23,2845.43,2783.94,2848.83,2779.93,46679619.0,133253083136.0,2.43,-1.97,-55.91,0.84
2015-12-24,2775.98,2795.78,2801.57,2735.97,37179051.0,107701985280.0,2.36,0.43,11.84,0.67
2015-12-25,2807.51,2794.73,2820.53,2777.46,35511227.0,105453678592.0,1.54,-0.04,-1.05,0.64
2015-12-28,2809.52,2735.49,2823.75,2735.49,45076570.0,128112943104.0,3.16,-2.12,-59.24,0.81
2015-12-29,2732.55,2749.82,2749.82,2710.2,35829363.0,101371654144.0,1.45,0.52,14.33,0.65
2015-12-30,2758.25,2779.51,2781.84,2749.29,40757691.0,114950164480.0,1.18,1.08,29.69,0.73
2015-12-31,2780.54,2714.05,2785.66,2713.69,39561308.0,111887785984.0,2.59,-2.36,-65.46,0.71
2016-01-04,2706.28,2491.24,2710.3,2490.47,33478923.0,88306577408.0,8.1,-8.21,-222.81,0.6
2016-01-05,2353.23,2416.73,2481.2,2333.61,49010301.0,122570514432.0,5.92,-2.99,-74.51,0.88
2016-01-06,2433.36,2468.37,2472.19,2388.69,39804046.0,104803930112.0,3.46,2.14,51.64,0.72
2016-01-07,2415.33,2256.52,2415.33,2254.5,10666577.0,26100855552.0,6.52,-8.58,-211.85,0.19
2016-01-08,2297.59,2248.99,2318.12,2142.33,44776461.0,108801028096.0,7.79,-0.33,-7.53,0.81
2016-01-11,2188.19,2106.36,2230.42,2105.77,39231227.0,92052717568.0,5.54,-6.34,-142.63,0.71
2016-01-12,2117.25,2147.53,2179.09,2087.27,37443203.0,87467511808.0,4.36,1.95,41.17,0.67
2016-01-13,2160.32,2059.78,2174.23,2059.78,34346863.0,80888184832.0,5.33,-4.09,-87.75,0.62
2016-01-14,1991.23,2175.01,2179.38,1989.87,40865370.0,91805421568.0,9.2,5.59,115.23,0.74
2016-01-15,2160.17,2112.9,2184.56,2096.19,41445822.0,94756171776.0,4.06,-2.86,-62.11,0.75
2016-01-18,2074.86,2174.93,2206.84,2074.86,39874752.0,91208597504.0,6.25,2.94,62.03,0.72
2016-01-19,2170.09,2241.7,2244.79,2148.72,45197926.0,104522940416.0,4.42,3.07,66.77,0.81
2016-01-20,2222.6,2204.65,2249.36,2190.51,41821529.0,98105856000.0,2.63,-1.65,-37.05,0.75
2016-01-21,2173.32,2112.4,2241.47,2112.4,41166482.0,96569765888.0,5.85,-4.18,-92.25,0.74
2016-01-22,2140.28,2149.59,2161.24,2078.12,35037326.0,79385669632.0,3.93,1.76,37.19,0.63
2016-01-25,2165.73,2158.82,2185.21,2136.88,30623683.0,71962787840.0,2.25,0.43,9.23,0.55
2016-01-26,2132.22,1994.05,2135.57,1990.52,36762608.0,81772244992.0,6.72,-7.63,-164.77,0.66
2016-01-27,1997.32,1997.47,2012.3,1888.25,39761382.0,82136010752.0,6.22,0.17,3.42,0.72
2016-01-28,1969.31,1906.46,1990.92,1900.88,30546403.0,63263306240.0,4.51,-4.56,-91.01,0.55
2016-01-29,1908.26,1994.07,2011.06,1907.29,34466855.0,70828048384.0,5.44,4.6,87.61,0.62
2016-02-01,1989.21,1992.7,2011.68,1956.92,29892131.0,62990097664.0,2.75,-0.07,-1.37,0.54
2016-02-02,1996.59,2075.29,2089.21,1996.59,34710248.0,75053875200.0,4.65,4.14,82.59,0.63
2016-02-03,2049.32,2090.51,2105.38,2034.6,31768832.0,68663410432.0,3.41,0.73,15.22,0.57
2016-02-04,2095.62,2126.64,2142.87,2095.62,35059442.0,78395990016.0,2.26,1.73,36.13,0.63
2016-02-05,2127.35,2096.99,2141.56,2096.99,25785867.0,58247507200.0,2.1,-1.39,-29.65,0.46
2016-02-15,2029.56,2116.84,2130.36,2029.56,24986598.0,54905181952.0,4.81,0.95,19.85,0.45
2016-02-16,2128.06,2201.93,2208.57,2128.06,36587329.0,84154343424.0,3.8,4.02,85.09,0.66
2016-02-17,2197.93,2215.34,2219.78,2171.0,41643401.0,96020799488.0,2.22,0.61,13.41,0.75
2016-02-18,2230.8,2190.91,2239.91,2188.19,40537756.0,96123584512.0,2.33,-1.1,-24.43,0.73
2016-02-19,2186.02,2211.01,2230.22,2182.96,36792704.0,88677388288.0,2.16,0.92,20.1,0.66
2016-02-22,2235.17,2245.56,2245.56,2216.16,41953415.0,99016785920.0,1.33,1.56,34.55,0.76
2016-02-23,2245.75,2218.12,2249.69,2189.53,39969755.0,96000933888.0,2.68,-1.22,-27.44,0.72
2016-02-24,2212.59,2203.74,2230.01,2154.27,40601726.0,97205272576.0,3.41,-0.65,-14.38,0.73
2016-02-25,2198.93,2037.14,2198.93,2030.42,44873664.0,100580753408.0,7.65,-7.56,-166.6,0.81
2016-02-26,2045.51,2014.92,2057.8,1980.17,35814102.0,78888103936.0,3.81,-1.09,-22.22,0.65
2016-02-29,2000.57,1880.15,2000.57,1866.25,33848300.0,66577995008.0,6.67,-6.69,-134.77,0.61
2016-03-01,1881.32,1934.92,1952.43,1841.22,36084525.0,74426003456.0,5.91,2.91,54.77,0.65
2016-03-02,1930.84,2017.6,2022.86,1925.02,42454356.0,87510163456.0,5.06,4.27,82.68,0.77
2016-03-03,2014.18,2007.08,2063.53,2006.71,42006967.0,89644498944.0,2.82,-0.52,-10.52,0.76
2016-03-04,1994.06,1907.04,2003.69,1895.4,39762792.0,80145125376.0,5.4,-4.98,-100.04,0.72
2016-03-07,1935.09,1953.33,1995.94,1935.09,31730234.0,65548867072.0,3.19,2.43,46.29,0.57
2016-03-08,1944.65,2002.19,2002.19,1865.65,41226252.0,81062531072.0,6.99,2.5,48.86,0.74
2016-03-09,1962.28,1970.81,2015.71,1947.05,34193080.0,67879119104.0,3.43,-1.57,-31.38,0.62
2016-03-10,1968.77,1936.97,1991.36,1935.12,28365881.0,58393942784.0,2.85,-1.72,-33.84,0.51
2016-03-11,1911.33,1934.87,1948.6,1903.93,23173404.0,47910830848.0,2.31,-0.11,-2.1,0.42
2016-03-14,1962.11,2023.13,2048.5,1962.11,40997665.0,86634766336.0,4.46,4.56,88.26,0.74
2016-03-15,2016.81,1996.92,2034.7,1995.46,34452745.0,72362463232.0,1.94,-1.3,-26.21,0.62
2016-03-16,2029.92,1977.54,2039.49,1961.42,33507355.0,69662019584.0,3.91,-0.97,-19.38,0.6
2016-03-17,1986.14,2087.29,2089.14,1986.14,52208031.0,112176934912.0,5.21,5.55,109.75,0.94
2016-03-18,2102.19,2177.87,2194.36,2102.08,63938097.0,143482769408.0,4.42,4.34,90.58,1.15
2016-03-21,2214.91,2227.03,2234.35,2191.66,63845763.0,148205162496.0,1.96,2.26,49.16,1.15
2016-03-22,2201.19,2221.7,2248.19,2189.94,52501084.0,120596226048.0,2.62,-0.24,-5.33,0.95
2016-03-23,2214.87,2259.11,2259.11,2205.07,49852201.0,120640897024.0,2.43,1.68,37.41,0.9
2016-03-24,2234.22,2219.77,2277.92,2217.84,54767836.0,137460187136.0,2.66,-1.74,-39.34,0.99
2016-03-25,2209.26,2216.09,2232.07,2183.6,41598980.0,100729643008.0,2.18,-0.17,-3.68,0.75
2016-03-28,2233.13,2199.69,2259.13,2192.35,45630748.0,107843108864.0,3.01,-0.74,-16.4,0.82
2016-03-29,2190.88,2152.55,2194.89,2130.85,39628257.0,95076884480.0,2.91,-2.14,-47.14,0.71
2016-03-30,2172.74,2248.78,2248.78,2172.74,46542618.0,114883219456.0,3.53,4.47,96.23,0.84
2016-03-31,2256.43,2238.29,2271.97,2232.3,50514156.0,129875197952.0,1.76,-0.47,-10.49,0.91
2016-04-01,2223.38,2205.37,2227.0,2171.34,40715938.0,102483914752.0,2.49,-1.47,-32.92,0.73
2016-04-05,2207.46,2279.52,2285.2,2205.44,49811538.0,122369609728.0,3.62,3.36,74.15,0.9
2016-04-06,2274.77,2297.04,2305.41,2271.5,53433254.0,130880098304.0,1.49,0.77,17.52,0.96
2016-04-07,2310.92,2248.68,2316.63,2248.68,53930102.0,132792262656.0,2.96,-2.11,-48.36,0.97
2016-04-08,2230.95,2229.93,2239.81,2194.24,45924690.0,112813666304.0,2.03,-0.83,-18.75,0.83
2016-04-11,2255.07,2283.14,2301.41,2255.07,50116206.0,124475772928.0,2.08,2.39,53.21,0.9
2016-04-12,2283.21,2264.02,2289.55,2236.44,45314660.0,113106223104.0,2.33,-0.84,-19.12,0.82
2016-04-13,2278.52,2294.02,2330.06,2278.52,57522857.0,139156320256.0,2.28,1.33,30.0,1.04
2016-04-14,2310.6,2324.39,2325.38,2289.57,46139451.0,112999546880.0,1.56,1.32,30.37,0.83
2016-04-15,2328.31,2309.68,2328.31,2297.68,40308909.0,100894416896.0,1.32,-0.63,-14.71,0.73
2016-04-18,2288.42,2265.59,2288.42,2249.34,38252497.0,93760634880.0,1.69,-1.91,-44.09,0.69
2016-04-19,2278.31,2272.52,2289.05,2253.59,35911567.0,89440702464.0,1.57,0.31,6.93,0.65
2016-04-20,2279.76,2145.24,2284.11,2119.43,56160932.0,132675506176.0,7.25,-5.6,-127.28,1.01
2016-04-21,2135.93,2110.16,2160.26,2106.97,36026892.0,84193726464.0,2.48,-1.64,-35.08,0.65
2016-04-22,2093.78,2136.92,2136.92,2090.95,29586774.0,69405384704.0,2.18,1.27,26.76,0.53
2016-04-25,2128.66,2126.83,2130.06,2083.64,26959280.0,63861824512.0,2.17,-0.47,-10.09,0.49
2016-04-26,2123.87,2155.7,2155.7,2119.38,27579366.0,63580984320.0,1.71,1.36,28.87,0.5
2016-04-27,2162.76,2146.61,2176.33,2142.46,32179112.0,73175056384.0,1.57,-0.42,-9.09,0.58
2016-04-28,2149.1,2155.23,2158.49,2108.27,31257270.0,72814407680.0,2.34,0.4,8.62,0.56
2016-04-29,2141.58,2138.74,2162.2,2138.74,25362369.0,64368292608.0,1.09,-0.77,-16.49,0.46
2016-05-03,2138.96,2217.23,2217.23,2126.88,40518570.0,95647473664.0,4.22,3.67,78.49,0.73
2016-05-04,2210.13,2211.02,2233.59,2206.27,41117967.0,95900471296.0,1.23,-0.28,-6.21,0.74
2016-05-05,2208.4,2224.1,2226.55,2198.76,34603690.0,84074803200.0,1.26,0.59,13.08,0.62
2016-05-06,2226.44,2129.19,2235.96,2129.19,49401485.0,115405434880.0,4.8,-4.27,-94.91,0.89
2016-05-09,2107.33,2053.6,2107.33,2045.12,37401165.0,81898270720.0,2.92,-3.55,-75.59,0.67
2016-05-10,2051.38,2054.22,2067.62,2044.28,25343896.0,57233992960.0,1.14,0.03,0.62,0.46
2016-05-11,2067.69,2034.93,2073.83,2032.3,28980495.0,63500172800.0,2.02,-0.94,-19.29,0.52
2016-05-12,2006.26,2034.57,2039.32,1975.07,28433750.0,59790641152.0,3.16,-0.02,-0.36,0.51
2016-05-13,2030.94,2025.22,2058.66,2013.86,26223879.0,56643817216.0,2.2,-0.46,-9.35,0.47
2016-05-16,2017.84,2057.86,2057.86,2008.54,28343345.0,61746841344.0,2.44,1.61,32.64,0.51
2016-05-17,2059.52,2081.44,2107.73,2036.89,38088173.0,83762573312.0,3.44,1.15,23.58,0.69
2016-05-18,2062.81,2020.48,2062.81,2000.53,35523823.0,72015212544.0,2.99,-2.93,-60.96,0.64
2016-05-19,2023.96,2037.4,2076.49,2023.96,33919737.0,74046664704.0,2.6,0.84,16.92,0.61
2016-05-20,2018.38,2065.3,2065.3,2013.53,31659474.0,70408179712.0,2.54,1.37,27.9,0.57
2016-05-23,2073.0,2098.23,2107.05,2073.0,38387502.0,86250991616.0,1.65,1.59,32.93,0.69
2016-05-24,2094.21,2075.51,2094.21,2061.52,34139734.0,76185976832.0,1.56,-1.08,-22.72,0.62
2016-05-25,2091.97,2067.25,2111.26,2062.64,36260689.0,82368000000.0,2.34,-0.4,-8.26,0.65
2016-05-26,2060.43,2086.01,2086.49,2019.3,37261301.0,82107473920.0,3.25,0.91,18.76,0.67
2016-05-27,2076.3,2069.89,2090.17,2065.38,34131536.0,77629968384.0,1.19,-0.77,-16.12,0.62
2016-05-30,2054.62,2058.52,2083.83,2033.67,33054054.0,69387350016.0,2.42,-0.55,-11.37,0.6
2016-05-31,2061.84,2159.8,2160.53,2060.14,56992435.0,120200265728.0,4.88,4.92,101.28,1.03
2016-06-01,2164.73,2168.82,2188.89,2163.05,58794179.0,129591185408.0,1.2,0.42,9.02,1.06
2016-06-02,2163.59,2188.56,2188.56,2160.25,54154714.0,118358605824.0,1.31,0.91,19.74,0.98
2016-06-03,2176.36,2204.97,2236.58,2175.82,64614589.0,150518640640.0,2.78,0.75,16.41,1.16
